appointment_id,client_id,agent_id,house_id,appointment_date,appointment_time,status,comments
14474,2767,30,562,2023-10-06,03:57:44,scheduled,The agent provided excellent support and made the process smooth and easy.
14475,6,3,245,2023-10-06,15:48:22,scheduled,The agent was patient and explained everything clearly. Great service!
14476,134,47,303,2023-10-06,11:38:37,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14477,1408,11,781,2023-10-06,22:02:58,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14478,1751,41,286,2023-10-06,04:36:40,cancelled,The agent was very attentive and addressed all my concerns promptly.
14479,2263,40,44,2023-10-06,16:33:41,scheduled,The agent was very attentive and addressed all my concerns promptly.
14480,1015,11,526,2023-10-06,00:24:14,completed,"Good service overall, but there were some delays in responses."
14481,2707,39,109,2023-10-06,01:18:58,completed,The agent was very professional and courteous throughout the entire process.
14482,2766,13,582,2023-10-06,13:53:15,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14483,2146,21,67,2023-10-06,04:28:54,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14484,2706,37,139,2023-10-06,04:36:59,scheduled,The agent provided excellent support and made the process smooth and easy.
14485,1730,24,376,2023-10-06,11:49:35,completed,I appreciate the agent's professionalism and attention to detail.
14486,2902,42,880,2023-10-06,12:50:09,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14487,1693,35,703,2023-10-06,18:30:37,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14488,2611,17,766,2023-10-06,10:20:07,cancelled,The agent was patient and explained everything clearly. Great service!
14489,410,39,427,2023-10-06,04:14:07,scheduled,The agent's expertise in the market was evident and very reassuring.
14490,1112,10,630,2023-10-06,03:52:34,cancelled,The agent was very professional and courteous throughout the entire process.
14491,1863,26,735,2023-10-06,07:58:21,cancelled,The agent provided excellent support and made the process smooth and easy.
14492,2937,5,304,2023-10-06,02:56:53,cancelled,The agent was very professional and courteous throughout the entire process.
14493,1058,41,232,2023-10-06,23:25:33,scheduled,The agent was very professional and courteous throughout the entire process.
14494,270,5,153,2023-10-06,18:15:01,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14495,2742,47,394,2023-10-06,19:45:57,completed,I am very pleased with the service. The agent went above and beyond to help.
14496,544,30,740,2023-10-06,19:31:32,completed,The agent provided excellent support and made the process smooth and easy.
14497,297,43,419,2023-10-06,17:47:13,cancelled,The agent was very attentive and addressed all my concerns promptly.
14498,2592,40,147,2023-10-06,01:17:40,cancelled,I appreciate the agent's professionalism and attention to detail.
14499,1333,11,931,2023-10-06,10:55:03,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14500,812,16,61,2023-10-06,07:41:31,completed,The agent was very professional and courteous throughout the entire process.
14501,767,14,233,2023-10-06,11:03:47,scheduled,"Good service overall, but there were some delays in responses."
14502,168,10,504,2023-10-06,00:06:21,completed,The agent was very professional and courteous throughout the entire process.
14503,2760,23,266,2023-10-06,14:25:58,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14504,1767,8,47,2023-10-06,20:20:08,cancelled,The agent was very professional and courteous throughout the entire process.
14505,2170,38,413,2023-10-06,16:17:03,completed,The agent was very professional and courteous throughout the entire process.
14506,2388,42,591,2023-10-06,07:23:23,scheduled,I am very pleased with the service. The agent went above and beyond to help.
14507,966,5,471,2023-10-07,18:26:13,completed,I appreciate the agent's professionalism and attention to detail.
14508,106,39,187,2023-10-07,08:20:20,scheduled,The agent provided excellent support and made the process smooth and easy.
14509,612,24,623,2023-10-07,04:34:02,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14510,1443,6,770,2023-10-07,11:15:19,scheduled,"Good service overall, but there were some delays in responses."
14511,1745,34,513,2023-10-07,17:13:35,scheduled,"Good service overall, but there were some delays in responses."
14512,2585,20,142,2023-10-07,19:31:50,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14513,864,46,415,2023-10-07,17:45:53,completed,I appreciate the agent's professionalism and attention to detail.
14514,957,46,550,2023-10-07,20:13:47,completed,The agent was very attentive and addressed all my concerns promptly.
14515,2276,1,808,2023-10-07,01:29:57,scheduled,The agent provided excellent support and made the process smooth and easy.
14516,2310,24,667,2023-10-07,11:44:31,completed,I appreciate the agent's professionalism and attention to detail.
14517,2214,24,403,2023-10-07,20:38:54,completed,The agent was very professional and courteous throughout the entire process.
14518,1106,29,823,2023-10-07,22:49:01,cancelled,The agent provided excellent support and made the process smooth and easy.
14519,1722,14,361,2023-10-07,12:58:28,cancelled,The agent was very professional and courteous throughout the entire process.
14520,1419,37,925,2023-10-07,04:03:59,scheduled,The agent provided excellent support and made the process smooth and easy.
14521,340,38,82,2023-10-07,04:51:16,scheduled,I am very pleased with the service. The agent went above and beyond to help.
14522,2938,22,492,2023-10-07,08:28:33,scheduled,The agent provided excellent support and made the process smooth and easy.
14523,2363,17,730,2023-10-07,16:59:37,scheduled,The agent provided excellent support and made the process smooth and easy.
14524,1684,45,654,2023-10-07,14:20:40,completed,The agent provided excellent support and made the process smooth and easy.
14525,2269,29,259,2023-10-07,02:36:20,cancelled,The agent was patient and explained everything clearly. Great service!
14526,464,44,808,2023-10-07,12:23:14,cancelled,The agent was very attentive and addressed all my concerns promptly.
14527,1636,44,190,2023-10-07,23:01:55,scheduled,The agent's expertise in the market was evident and very reassuring.
14528,1439,7,34,2023-10-07,00:22:23,completed,The agent was very attentive and addressed all my concerns promptly.
14529,823,42,486,2023-10-07,12:27:27,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14530,1136,17,715,2023-10-07,00:10:18,scheduled,"Good service overall, but there were some delays in responses."
14531,2152,36,860,2023-10-07,19:15:44,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14532,2208,25,617,2023-10-07,18:47:38,completed,I appreciate the agent's professionalism and attention to detail.
14533,953,17,158,2023-10-07,10:21:25,completed,I am very pleased with the service. The agent went above and beyond to help.
14534,2445,35,191,2023-10-07,09:45:34,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14535,1983,2,766,2023-10-07,11:02:35,completed,The agent was patient and explained everything clearly. Great service!
14536,193,3,734,2023-10-07,19:56:14,cancelled,The agent was very attentive and addressed all my concerns promptly.
14537,129,33,283,2023-10-07,17:17:58,cancelled,The agent provided excellent support and made the process smooth and easy.
14538,2189,22,708,2023-10-07,17:26:06,cancelled,"Good service overall, but there were some delays in responses."
14539,2778,6,383,2023-10-07,15:23:04,cancelled,The agent was patient and explained everything clearly. Great service!
14540,2465,24,258,2023-10-07,06:44:36,completed,The agent was patient and explained everything clearly. Great service!
14541,10,34,255,2023-10-07,19:34:09,cancelled,The agent was patient and explained everything clearly. Great service!
14542,437,14,875,2023-10-07,15:20:00,scheduled,The agent was patient and explained everything clearly. Great service!
14543,1015,50,115,2023-10-07,11:42:47,scheduled,The agent provided excellent support and made the process smooth and easy.
14544,2581,11,424,2023-10-07,07:11:58,cancelled,The agent's expertise in the market was evident and very reassuring.
14545,2299,40,936,2023-10-07,07:34:45,cancelled,The agent was very professional and courteous throughout the entire process.
14546,2537,16,689,2023-10-07,17:04:10,completed,The agent provided excellent support and made the process smooth and easy.
14547,2695,26,899,2023-10-07,18:34:11,scheduled,The agent was very professional and courteous throughout the entire process.
14548,1896,29,993,2023-10-07,06:10:09,scheduled,The agent was patient and explained everything clearly. Great service!
14549,2129,47,448,2023-10-07,23:44:04,completed,The agent was very attentive and addressed all my concerns promptly.
14550,313,38,369,2023-10-07,15:24:24,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14551,927,30,318,2023-10-07,19:34:12,cancelled,"Good service overall, but there were some delays in responses."
14552,1741,35,119,2023-10-07,11:49:11,scheduled,The agent was very attentive and addressed all my concerns promptly.
14553,1245,43,101,2023-10-07,08:07:34,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14554,2024,48,149,2023-10-07,12:09:21,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14555,2800,50,228,2023-10-07,11:01:51,completed,"The service was satisfactory, but there is room for improvement in communication."
14556,268,2,726,2023-10-07,00:07:55,completed,The agent was very professional and courteous throughout the entire process.
14557,1533,30,777,2023-10-07,21:42:25,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14558,994,21,995,2023-10-07,14:11:48,cancelled,The agent provided excellent support and made the process smooth and easy.
14559,2767,6,322,2023-10-08,16:56:13,completed,The agent was very attentive and addressed all my concerns promptly.
14560,2073,17,352,2023-10-08,19:02:16,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14561,1425,4,351,2023-10-08,09:07:02,scheduled,The agent provided excellent support and made the process smooth and easy.
14562,2504,7,835,2023-10-08,04:46:53,scheduled,The agent was very attentive and addressed all my concerns promptly.
14563,905,14,365,2023-10-08,16:35:50,completed,The agent was very professional and courteous throughout the entire process.
14564,1353,11,794,2023-10-08,23:18:44,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14565,37,18,403,2023-10-08,21:44:47,completed,The agent's expertise in the market was evident and very reassuring.
14566,2390,47,416,2023-10-08,01:32:10,scheduled,The agent's expertise in the market was evident and very reassuring.
14567,208,18,25,2023-10-08,09:06:09,completed,I appreciate the agent's professionalism and attention to detail.
14568,2506,20,377,2023-10-08,19:33:09,scheduled,The agent's expertise in the market was evident and very reassuring.
14569,1504,5,918,2023-10-08,01:10:23,scheduled,"Good service overall, but there were some delays in responses."
14570,735,23,65,2023-10-08,09:51:29,completed,The agent was patient and explained everything clearly. Great service!
14571,2200,36,153,2023-10-08,12:15:13,scheduled,The agent was very attentive and addressed all my concerns promptly.
14572,1615,23,149,2023-10-08,18:41:08,scheduled,The agent provided excellent support and made the process smooth and easy.
14573,2104,2,19,2023-10-08,19:38:13,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14574,713,24,916,2023-10-08,20:05:10,scheduled,The agent was very attentive and addressed all my concerns promptly.
14575,2375,44,552,2023-10-08,19:06:40,cancelled,I am very pleased with the service. The agent went above and beyond to help.
14576,908,18,339,2023-10-08,06:21:03,cancelled,The agent provided excellent support and made the process smooth and easy.
14577,1941,8,111,2023-10-08,22:56:45,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14578,437,43,295,2023-10-08,07:45:34,completed,"The service was satisfactory, but there is room for improvement in communication."
14579,1270,13,859,2023-10-08,18:00:40,cancelled,"Good service overall, but there were some delays in responses."
14580,631,33,375,2023-10-08,01:35:59,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14581,2603,5,28,2023-10-08,20:10:58,scheduled,The agent was very professional and courteous throughout the entire process.
14582,1748,32,143,2023-10-08,11:35:51,cancelled,The agent was very attentive and addressed all my concerns promptly.
14583,1827,26,712,2023-10-08,18:36:40,completed,The agent was patient and explained everything clearly. Great service!
14584,418,13,496,2023-10-08,18:41:04,completed,The agent was very attentive and addressed all my concerns promptly.
14585,1577,49,642,2023-10-08,11:54:41,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14586,2529,27,853,2023-10-08,12:39:11,cancelled,The agent was very professional and courteous throughout the entire process.
14587,232,18,998,2023-10-08,11:14:11,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14588,809,18,749,2023-10-08,03:11:36,scheduled,The agent's expertise in the market was evident and very reassuring.
14589,263,8,781,2023-10-08,17:47:29,completed,I am very pleased with the service. The agent went above and beyond to help.
14590,631,44,613,2023-10-08,09:42:57,completed,"The service was satisfactory, but there is room for improvement in communication."
14591,1336,12,825,2023-10-08,07:01:52,completed,"The service was satisfactory, but there is room for improvement in communication."
14592,2625,2,54,2023-10-08,09:34:55,completed,I am very pleased with the service. The agent went above and beyond to help.
14593,2051,38,542,2023-10-08,15:56:28,cancelled,I appreciate the agent's professionalism and attention to detail.
14594,1867,6,575,2023-10-08,15:25:43,scheduled,The agent was very attentive and addressed all my concerns promptly.
14595,1902,18,824,2023-10-08,23:39:07,scheduled,The agent's expertise in the market was evident and very reassuring.
14596,1623,18,455,2023-10-08,00:08:56,completed,The agent provided excellent support and made the process smooth and easy.
14597,1234,25,363,2023-10-08,02:14:14,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14598,1849,47,349,2023-10-08,18:22:15,scheduled,The agent was very attentive and addressed all my concerns promptly.
14599,1022,21,48,2023-10-08,17:47:32,cancelled,The agent was very professional and courteous throughout the entire process.
14600,903,49,533,2023-10-08,15:00:53,scheduled,The agent's expertise in the market was evident and very reassuring.
14601,2907,48,972,2023-10-08,20:39:03,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14602,2934,34,325,2023-10-08,17:03:40,cancelled,I appreciate the agent's professionalism and attention to detail.
14603,1148,28,988,2023-10-08,09:40:58,completed,"Good service overall, but there were some delays in responses."
14604,535,29,330,2023-10-08,02:18:05,scheduled,The agent's expertise in the market was evident and very reassuring.
14605,465,29,80,2023-10-08,06:54:16,completed,I am very pleased with the service. The agent went above and beyond to help.
14606,1678,38,287,2023-10-08,23:53:22,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14607,1189,24,648,2023-10-08,16:27:18,cancelled,The agent was patient and explained everything clearly. Great service!
14608,1966,42,638,2023-10-08,21:08:58,scheduled,The agent's expertise in the market was evident and very reassuring.
14609,2194,19,28,2023-10-08,10:18:24,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14610,2081,27,310,2023-10-08,12:30:09,completed,"The service was satisfactory, but there is room for improvement in communication."
14611,6,6,304,2023-10-09,17:24:31,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14612,94,43,410,2023-10-09,21:11:54,cancelled,The agent was patient and explained everything clearly. Great service!
14613,2321,19,503,2023-10-09,01:52:26,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14614,877,44,481,2023-10-09,20:53:40,cancelled,The agent was very attentive and addressed all my concerns promptly.
14615,1519,35,94,2023-10-09,01:36:00,cancelled,The agent was very attentive and addressed all my concerns promptly.
14616,1512,40,382,2023-10-09,01:42:52,completed,"The service was satisfactory, but there is room for improvement in communication."
14617,1852,25,344,2023-10-09,22:42:04,completed,I am very pleased with the service. The agent went above and beyond to help.
14618,1362,33,154,2023-10-09,22:04:33,scheduled,The agent was very attentive and addressed all my concerns promptly.
14619,252,12,336,2023-10-09,00:05:13,scheduled,I appreciate the agent's professionalism and attention to detail.
14620,2048,47,535,2023-10-09,01:30:32,scheduled,The agent was patient and explained everything clearly. Great service!
14621,1250,32,286,2023-10-09,15:24:21,scheduled,I am very pleased with the service. The agent went above and beyond to help.
14622,485,13,784,2023-10-09,06:18:33,scheduled,The agent was patient and explained everything clearly. Great service!
14623,2346,3,878,2023-10-09,04:27:43,cancelled,The agent was very attentive and addressed all my concerns promptly.
14624,1796,29,833,2023-10-09,01:38:08,cancelled,"Good service overall, but there were some delays in responses."
14625,2630,5,326,2023-10-09,15:48:26,scheduled,I appreciate the agent's professionalism and attention to detail.
14626,365,45,777,2023-10-09,14:27:50,cancelled,I am very pleased with the service. The agent went above and beyond to help.
14627,1366,32,826,2023-10-09,06:18:51,cancelled,The agent's expertise in the market was evident and very reassuring.
14628,988,37,277,2023-10-09,19:09:25,cancelled,The agent's expertise in the market was evident and very reassuring.
14629,335,23,879,2023-10-09,07:26:24,cancelled,I appreciate the agent's professionalism and attention to detail.
14630,2423,21,656,2023-10-09,18:31:58,cancelled,I appreciate the agent's professionalism and attention to detail.
14631,472,31,901,2023-10-09,12:50:01,completed,"The service was satisfactory, but there is room for improvement in communication."
14632,1379,34,428,2023-10-09,11:01:52,cancelled,The agent provided excellent support and made the process smooth and easy.
14633,1247,19,229,2023-10-09,19:46:12,scheduled,"Good service overall, but there were some delays in responses."
14634,2970,3,996,2023-10-09,16:26:25,scheduled,The agent provided excellent support and made the process smooth and easy.
14635,2314,21,790,2023-10-09,21:06:39,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14636,2089,23,261,2023-10-09,19:28:32,cancelled,The agent was very professional and courteous throughout the entire process.
14637,2563,25,199,2023-10-09,03:58:48,completed,"Good service overall, but there were some delays in responses."
14638,1743,7,244,2023-10-09,19:05:10,scheduled,The agent provided excellent support and made the process smooth and easy.
14639,1015,41,732,2023-10-09,18:00:36,completed,I appreciate the agent's professionalism and attention to detail.
14640,2087,12,800,2023-10-09,11:25:32,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14641,844,14,857,2023-10-09,03:19:09,completed,The agent provided excellent support and made the process smooth and easy.
14642,2755,30,253,2023-10-09,08:44:31,scheduled,I appreciate the agent's professionalism and attention to detail.
14643,2647,20,461,2023-10-09,18:44:27,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14644,1295,41,791,2023-10-09,07:56:10,completed,"Good service overall, but there were some delays in responses."
14645,2790,19,214,2023-10-09,11:20:04,completed,I appreciate the agent's professionalism and attention to detail.
14646,1913,10,639,2023-10-09,15:38:03,scheduled,The agent provided excellent support and made the process smooth and easy.
14647,643,26,960,2023-10-09,02:01:10,completed,The agent was very attentive and addressed all my concerns promptly.
14648,1614,21,481,2023-10-09,08:08:45,scheduled,"Good service overall, but there were some delays in responses."
14649,1629,23,492,2023-10-09,08:04:07,scheduled,"Good service overall, but there were some delays in responses."
14650,2924,23,960,2023-10-09,21:18:01,completed,The agent provided excellent support and made the process smooth and easy.
14651,2836,17,353,2023-10-09,16:45:00,cancelled,"Good service overall, but there were some delays in responses."
14652,2459,4,107,2023-10-09,16:17:20,scheduled,The agent provided excellent support and made the process smooth and easy.
14653,2887,31,962,2023-10-09,07:55:33,completed,The agent was very professional and courteous throughout the entire process.
14654,212,18,143,2023-10-09,20:54:39,scheduled,"Good service overall, but there were some delays in responses."
14655,986,23,463,2023-10-09,11:12:14,cancelled,The agent's expertise in the market was evident and very reassuring.
14656,2858,11,600,2023-10-09,13:59:19,scheduled,The agent's expertise in the market was evident and very reassuring.
14657,1452,6,656,2023-10-09,10:46:10,cancelled,The agent provided excellent support and made the process smooth and easy.
14658,2969,14,314,2023-10-09,17:09:51,cancelled,"The service was satisfactory, but there is room for improvement in communication."
14659,270,9,862,2023-10-09,05:40:42,completed,I am very pleased with the service. The agent went above and beyond to help.
14660,2837,17,409,2023-10-09,07:47:29,cancelled,"Good service overall, but there were some delays in responses."
14661,1895,7,309,2023-10-09,16:51:00,scheduled,The agent was very professional and courteous throughout the entire process.
14662,2231,37,626,2023-10-09,08:38:05,cancelled,The agent was very professional and courteous throughout the entire process.
14663,1073,31,869,2023-10-10,06:12:45,scheduled,The agent was patient and explained everything clearly. Great service!
14664,2926,23,744,2023-10-10,05:27:16,scheduled,The agent's expertise in the market was evident and very reassuring.
14665,421,27,893,2023-10-10,07:26:18,scheduled,"Good service overall, but there were some delays in responses."
14666,1951,31,29,2023-10-10,15:36:21,cancelled,I appreciate the agent's professionalism and attention to detail.
14667,1146,18,487,2023-10-10,03:29:11,completed,The agent was patient and explained everything clearly. Great service!
14668,2947,7,67,2023-10-10,10:55:39,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14669,2062,20,64,2023-10-10,07:18:31,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14670,1500,29,993,2023-10-10,16:30:18,completed,"Good service overall, but there were some delays in responses."
14671,1421,12,422,2023-10-10,01:02:19,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14672,790,7,793,2023-10-10,03:33:26,completed,The agent was patient and explained everything clearly. Great service!
14673,879,49,430,2023-10-10,12:38:44,completed,I appreciate the agent's professionalism and attention to detail.
14674,2903,4,331,2023-10-10,04:58:14,scheduled,I am very pleased with the service. The agent went above and beyond to help.
14675,1990,12,792,2023-10-10,09:35:59,completed,"Good service overall, but there were some delays in responses."
14676,2556,19,593,2023-10-10,07:49:05,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14677,320,40,375,2023-10-10,10:57:52,scheduled,The agent was very professional and courteous throughout the entire process.
14678,388,48,277,2023-10-10,03:42:39,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14679,218,8,786,2023-10-10,21:01:02,cancelled,The agent provided excellent support and made the process smooth and easy.
14680,2009,17,94,2023-10-10,16:03:26,cancelled,The agent was very attentive and addressed all my concerns promptly.
14681,1800,44,925,2023-10-10,00:24:54,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14682,1070,37,142,2023-10-10,17:39:14,completed,The agent provided excellent support and made the process smooth and easy.
14683,2264,24,837,2023-10-10,18:05:35,completed,"The service was satisfactory, but there is room for improvement in communication."
14684,2813,13,346,2023-10-10,19:49:28,completed,The agent was patient and explained everything clearly. Great service!
14685,1428,12,60,2023-10-10,03:01:31,cancelled,The agent was patient and explained everything clearly. Great service!
14686,2764,41,832,2023-10-10,18:23:13,completed,I appreciate the agent's professionalism and attention to detail.
14687,2413,38,769,2023-10-10,08:29:41,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14688,1438,28,386,2023-10-10,11:40:46,scheduled,The agent was very attentive and addressed all my concerns promptly.
14689,878,38,334,2023-10-10,07:16:25,completed,The agent was patient and explained everything clearly. Great service!
14690,2925,42,376,2023-10-10,14:16:49,cancelled,I am very pleased with the service. The agent went above and beyond to help.
14691,1136,7,372,2023-10-10,16:07:54,completed,I appreciate the agent's professionalism and attention to detail.
14692,1621,21,530,2023-10-10,06:05:00,scheduled,The agent was very attentive and addressed all my concerns promptly.
14693,454,48,107,2023-10-10,05:31:47,cancelled,"Good service overall, but there were some delays in responses."
14694,2746,24,743,2023-10-10,04:14:56,completed,The agent was very attentive and addressed all my concerns promptly.
14695,64,12,856,2023-10-10,16:24:50,scheduled,"Good service overall, but there were some delays in responses."
14696,2737,25,67,2023-10-10,05:12:02,scheduled,I appreciate the agent's professionalism and attention to detail.
14697,1036,23,487,2023-10-10,17:23:42,scheduled,The agent was very professional and courteous throughout the entire process.
14698,2724,11,932,2023-10-10,11:24:33,cancelled,I appreciate the agent's professionalism and attention to detail.
14699,1067,33,200,2023-10-10,03:50:17,cancelled,The agent was very attentive and addressed all my concerns promptly.
14700,627,8,120,2023-10-10,09:24:27,completed,I am very pleased with the service. The agent went above and beyond to help.
14701,2079,11,889,2023-10-10,09:06:36,scheduled,I appreciate the agent's professionalism and attention to detail.
14702,655,18,826,2023-10-10,22:37:35,completed,The agent was very attentive and addressed all my concerns promptly.
14703,173,2,229,2023-10-10,03:22:01,cancelled,The agent's expertise in the market was evident and very reassuring.
14704,1560,47,502,2023-10-10,10:42:25,cancelled,The agent's expertise in the market was evident and very reassuring.
14705,544,48,262,2023-10-10,12:10:44,scheduled,"Good service overall, but there were some delays in responses."
14706,2581,30,234,2023-10-10,07:19:58,completed,The agent was very professional and courteous throughout the entire process.
14707,1602,26,50,2023-10-10,11:14:09,cancelled,I appreciate the agent's professionalism and attention to detail.
14708,1640,10,125,2023-10-10,03:11:04,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14709,161,18,287,2023-10-10,19:14:34,cancelled,The agent was very professional and courteous throughout the entire process.
14710,2116,41,101,2023-10-10,13:37:33,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
14711,2484,1,195,2023-10-10,22:11:12,cancelled,The agent's expertise in the market was evident and very reassuring.
14712,92,18,588,2023-10-10,18:20:50,scheduled,The agent was patient and explained everything clearly. Great service!
14713,1742,42,96,2023-10-10,14:10:47,cancelled,The agent was very attentive and addressed all my concerns promptly.
14714,407,2,300,2023-10-10,14:35:09,cancelled,The agent's expertise in the market was evident and very reassuring.
14715,2999,46,936,2023-10-11,22:08:38,completed,The agent's expertise in the market was evident and very reassuring.
14716,1305,39,529,2023-10-11,14:18:44,scheduled,The agent was very attentive and addressed all my concerns promptly.
14717,2186,4,567,2023-10-11,06:47:42,completed,"Good service overall, but there were some delays in responses."
14718,2191,30,338,2023-10-11,23:01:32,cancelled,The agent's expertise in the market was evident and very reassuring.
14719,1452,10,366,2023-10-11,05:55:53,scheduled,The agent was very professional and courteous throughout the entire process.
14720,1851,14,330,2023-10-11,06:28:11,scheduled,The agent was very attentive and addressed all my concerns promptly.
14721,1828,18,574,2023-10-11,13:25:33,completed,The agent was very attentive and addressed all my concerns promptly.
14722,1590,48,409,2023-10-11,21:16:05,scheduled,The agent was very attentive and addressed all my concerns promptly.
14723,2100,6,224,2023-10-11,22:26:57,scheduled,"The service was satisfactory, but there is room for improvement in communication."
14724,1701,38,943,2023-10-11,04:57:56,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
14725,2223,40,95,2023-10-11,16:09:16,cancelled,I appreciate the agent's professionalism and attention to detail.
14726,1030,22,505,2023-10-11,11:47:49,completed,The agent provided excellent support and made the process smooth and easy.
14727,885,14,739,2023-10-11,07:00:55,completed,I am very pleased with the service. The agent went above and beyond to help.
14728,1801,15,413,2023-10-11,03:04:51,scheduled,The agent was very attentive and addressed all my concerns promptly.
14729,1923,27,610,2023-10-11,05:23:22,scheduled,The agent was very professional and courteous throughout the entire process.
14730,2337,30,539,2023-10-11,06:06:23,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14731,1494,25,514,2023-10-11,11:20:45,cancelled,The agent was patient and explained everything clearly. Great service!
14732,1361,9,190,2023-10-11,11:41:41,scheduled,The agent was very attentive and addressed all my concerns promptly.
14733,2965,33,807,2023-10-11,12:33:10,cancelled,I am very pleased with the service. The agent went above and beyond to help.
14734,2445,41,161,2023-10-11,06:21:54,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14735,2809,24,987,2023-10-11,19:42:11,completed,"Good service overall, but there were some delays in responses."
14736,243,2,514,2023-10-11,07:10:14,scheduled,The agent's expertise in the market was evident and very reassuring.
14737,2751,42,214,2023-10-11,15:42:40,cancelled,The agent was very attentive and addressed all my concerns promptly.
14738,1522,47,699,2023-10-11,07:37:39,cancelled,The agent was patient and explained everything clearly. Great service!
14739,1823,45,527,2023-10-11,16:31:07,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
14740,492,20,872,2023-10-11,00:08:05,scheduled,The agent was very professional and courteous throughout the entire process.
14741,1347,17,144,2023-10-11,17:42:58,completed,I am very pleased with the service. The agent went above and beyond to help.
14742,590,2,277,2023-10-11,18:44:06,scheduled,"Good service overall, but there were some delays in responses."
14743,794,46,698,2023-10-11,07:44:32,scheduled,The agent provided excellent support and made the process smooth and easy.
14744,2037,35,507,2023-10-11,19:34:09,scheduled,The agent's expertise in the market was evident and very reassuring.
14745,847,43,66,2023-10-11,15:20:59,scheduled,"Good service overall, but there were some delays in responses."
14746,2407,36,908,2023-10-11,04:33:05,cancelled,The agent provided excellent support and made the process smooth and easy.
14747,1788,16,324,2023-10-11,19:56:03,completed,"The service was satisfactory, but there is room for improvement in communication."
14748,2188,42,926,2023-10-11,20:12:16,cancelled,"Good service overall, but there were some delays in responses."
14749,798,48,919,2023-10-11,22:09:07,completed,The agent was very attentive and addressed all my concerns promptly.
14750,462,10,580,2023-10-11,12:55:56,completed,The agent's expertise in the market was evident and very reassuring.
14751,1868,3,812,2023-10-11,05:40:47,completed,I am very pleased with the service. The agent went above and beyond to help.
14752,314,20,582,2023-10-11,06:39:29,scheduled,The agent was patient and explained everything clearly. Great service!
14753,955,2,210,2023-10-11,19:01:46,cancelled,I appreciate the agent's professionalism and attention to detail.
14754,366,10,670,2023-10-11,16:46:26,cancelled,The agent provided excellent support and made the process smooth and easy.
14755,1803,25,660,2023-10-11,12:49:13,scheduled,I appreciate the agent's professionalism and attention to detail.
14756,656,41,520,2023-10-11,06:06:04,cancelled,The agent was very professional and courteous throughout the entire process.
14757,1315,39,435,2023-10-11,14:51:30,scheduled,"Good service overall, but there were some delays in responses."
14758,2898,23,979,2023-10-11,10:15:39,scheduled,I appreciate the agent's professionalism and attention to detail.
14759,2100,43,957,2023-10-11,14:13:18,scheduled,The agent was very attentive and addressed all my concerns promptly.
14760,2343,23,434,2023-10-11,15:06:44,cancelled,The agent provided excellent support and made the process smooth and easy.
